"date","close","volume","open","high","low"
"2016/09/15","801.2300","1563899.0000","790.0100","803.6450","788.6600"
"2016/09/14","790.4600","1313008.0000","787.5300","796.3300","787.5300"
"2016/09/13","788.7200","1808015.0000","794.0100","795.7900","784.3300"
"2016/09/12","798.8200","1861467.0000","784.5200","800.1700","783.5000"
"2016/09/09","788.4800","1882483.0000","798.7700","801.7500","788.0500"
"2016/09/08","802.8400","1176431.0000","805.2200","808.4200","801.0101"
"2016/09/07","807.9900","1145552.0000","807.9300","810.6000","803.7200"
"2016/09/06","808.0200","1989232.0000","798.3900","810.8900","795.4300"
"2016/09/02","796.8700","1349109.0000","795.2700","797.1000","793.2600"
"2016/09/01","791.4000","1303118.0000","791.9800","792.8900","786.3300"
"2016/08/31","789.8500","1070140.0000","789.6000","791.5700","787.2000"
"2016/08/30","791.9200","1190034.0000","792.8800","798.0000","789.4700"
"2016/08/29","795.8200","772876.0000","793.0500","798.5200","790.3200"
"2016/08/26","793.2200","1248466.0000","792.4900","799.4000","789.4069"
"2016/08/25","791.3000","1201902.0000","792.0000","794.7200","787.2300"
"2016/08/24","793.6000","1283824.0000","796.8600","798.4600","790.7600"
"2016/08/23","796.5900","916133.0000","800.4800","801.0000","795.9900"
"2016/08/22","796.9500","852892.0000","798.5100","799.3000","794.3300"
"2016/08/19","799.6500","1120336.0000","799.7900","801.2300","796.8800"
"2016/08/18","802.7500","864660.0000","805.3600","808.0000","801.6300"
"2016/08/17","805.4200","1064729.0000","800.0000","805.6300","796.3000"
"2016/08/16","801.1900","1056936.0000","803.5000","804.2600","797.0000"
"2016/08/15","805.9600","929916.0000","807.2100","811.3600","804.0300"
"2016/08/12","807.0500","896802.0000","805.0900","807.1900","803.6400"
"2016/08/11","808.2000","1281610.0000","810.4700","813.8790","806.0000"
"2016/08/10","808.4900","916595.0000","807.0500","810.8790","806.4900"
"2016/08/09","807.4800","1607256.0000","804.4900","813.3300","804.0600"
"2016/08/08","805.2300","1221422.0000","806.0000","807.6000","801.6900"
"2016/08/05","806.9300","1805900.0000","800.1100","807.2200","797.8100"
"2016/08/04","797.2500","1075295.0000","798.2400","800.2000","793.9200"
"2016/08/03","798.9200","1460553.0000","796.4700","799.5400","793.0200"
"2016/08/02","800.1200","1995240.0000","797.3300","802.3200","794.5300"
"2016/08/01","800.9400","3024763.0000","786.6700","807.4900","785.0400"
"2016/07/29","791.3400","5066995.0000","797.7100","803.9400","790.0000"
"2016/07/28","765.8400","3590254.0000","768.8400","768.9700","759.0900"
"2016/07/27","761.9700","1595341.0000","758.9700","764.4500","755.9300"
"2016/07/26","757.6500","1186574.0000","757.5200","759.2600","752.7503"
"2016/07/25","757.5200","1073258.0000","757.6800","759.8249","754.0700"
"2016/07/22","759.2800","1045450.0000","757.3200","759.4500","752.6550"
"2016/07/21","754.4100","953043.0000","757.0000","758.1500","751.5200"
"2016/07/20","757.0800","1124699.0000","754.0500","760.6400","754.0500"
"2016/07/19","753.4100","1521192.0000","749.8700","756.5900","748.4890"
"2016/07/18","753.2000","1927867.0000","737.9100","755.1369","736.5100"
"2016/07/15","735.6300","1614967.0000","741.0000","741.0000","734.6400"
"2016/07/14","735.8000","1069376.0000","733.9400","736.1400","730.5900"
"2016/07/13","729.4800","1020847.0000","735.5200","735.5200","729.0200"
"2016/07/12","732.5100","1328656.0000","731.9200","735.6000","727.5000"
"2016/07/11","727.2000","1432923.0000","719.4200","728.9289","718.8650"
"2016/07/08","717.7800","1492655.0000","710.5600","717.9000","708.1100"
"2016/07/07","707.2600","1057750.0000","710.1100","710.1700","700.6700"
"2016/07/06","708.9700","1444163.0000","699.8400","713.0000","699.0000"
"2016/07/05","704.8900","1421850.0000","705.0100","708.1200","699.1300"
"2016/07/01","710.2500","1548430.0000","705.1000","712.5300","703.7300"
"2016/06/30","703.5300","2110713.0000","697.6500","703.7700","694.9015"
"2016/06/29","695.1900","2154792.0000","694.2600","699.5000","692.6834"
"2016/06/28","691.2600","1910261.0000","691.3700","692.7399","684.8500"
"2016/06/27","681.1400","2909539.0000","682.4900","683.3250","672.6600"
"2016/06/24","685.2000","4767591.0000","690.1700","705.0000","684.9100"
"2016/06/23","714.8700","2121556.0000","710.5500","714.8800","700.2500"
"2016/06/22","710.4700","1452007.0000","714.0500","714.2100","705.8800"
"2016/06/21","708.8800","1492642.0000","710.0500","715.3800","704.6600"
"2016/06/20","706.1300","2282347.0000","710.3100","715.8700","705.4100"
"2016/06/17","704.2500","4112597.0000","721.3900","721.3900","701.1200"
"2016/06/16","724.2500","2246849.0000","727.9600","730.3900","715.5400"
"2016/06/15","732.1900","1157759.0000","734.9200","737.1500","731.3100"
"2016/06/14","733.2500","1327872.0000","729.3100","736.0000","726.5000"
"2016/06/13","731.8800","1166558.0000","729.8200","739.0000","729.8200"
"2016/06/10","733.1900","1452155.0000","735.9500","739.6400","730.5100"
"2016/06/09","742.5200","958731.0000","737.0700","743.9300","736.5000"
"2016/06/08","742.9300","1615601.0000","739.5000","743.8100","735.7650"
"2016/06/07","731.0900","1214733.0000","733.2700","736.7100","730.8000"
"2016/06/06","730.0600","1491771.0000","738.5000","738.5000","728.2900"
"2016/06/03","735.8600","1230030.0000","741.4900","741.4900","733.9100"
"2016/06/02","744.2700","1695221.0000","746.1000","747.3000","737.0000"
"2016/06/01","748.4600","1039582.0000","748.4700","751.3700","744.3400"
"2016/05/31","748.8500","2123407.0000","748.7600","753.4800","745.5700"
"2016/05/27","747.6000","1739463.0000","737.5100","747.9100","737.0100"
"2016/05/26","736.9300","1359797.0000","736.0000","741.1000","733.0000"
"2016/05/25","738.1000","1615382.0000","735.0000","739.8900","732.6000"
"2016/05/24","733.0300","1893201.0000","719.8500","734.2000","719.6450"
"2016/05/23","717.2500","1237493.0000","719.9800","723.4999","716.9400"
"2016/05/20","721.7100","1730353.0000","716.4600","727.7000","715.0100"
"2016/05/19","715.3100","1523254.0000","718.3000","720.5000","710.3050"
"2016/05/18","721.7800","1622966.0000","718.5000","725.5700","715.0200"
"2016/05/17","720.1900","1668702.0000","731.0600","735.8500","718.0000"
"2016/05/16","730.3000","1124740.0000","724.3200","732.6800","720.0000"
"2016/05/13","724.8300","1255038.0000","726.6200","731.2900","723.5100"
"2016/05/12","728.0700","1354049.0000","732.0000","735.3700","724.2700"
"2016/05/11","730.5500","1489772.0000","740.5200","740.8000","727.9025"
"2016/05/10","739.3800","1629685.0000","734.9600","740.0000","731.6100"
"2016/05/09","729.1300","1900579.0000","726.7000","734.2900","723.5000"
"2016/05/06","725.1800","1994510.0000","712.2000","725.9900","711.9500"
"2016/05/05","714.7100","1482730.0000","715.0000","717.5500","709.4501"
"2016/05/04","711.3700","1708120.0000","706.7700","715.0500","704.0500"
"2016/05/03","708.4400","1930313.0000","712.5000","713.3700","707.3300"
"2016/05/02","714.4100","1673095.0000","711.9200","715.4100","706.3600"
"2016/04/29","707.8800","2913286.0000","704.1200","712.1100","703.7800"
"2016/04/28","705.0600","3124368.0000","723.2900","729.2600","703.2000"
"2016/04/27","721.4600","3305829.0000","725.3200","727.1500","709.0800"
"2016/04/26","725.3700","2776678.0000","744.4200","745.5900","720.3200"
"2016/04/25","742.2100","2470543.0000","735.3500","744.8800","735.1000"
"2016/04/22","737.7700","7038718.0000","743.9100","753.9200","730.3700"
"2016/04/21","780.0000","3786960.0000","777.3100","781.6799","771.5500"
"2016/04/20","774.9200","1710652.0000","779.1600","779.6600","771.2700"
"2016/04/19","776.2500","2195959.0000","790.5000","790.9500","770.2700"
"2016/04/18","787.6800","1673385.0000","780.1900","788.5500","777.6100"
"2016/04/15","780.0000","1559707.0000","775.5000","780.9300","774.9301"
"2016/04/14","775.3900","1348242.0000","775.3600","779.6100","773.2200"
"2016/04/13","771.9100","1769568.0000","770.3100","775.7500","764.5908"
"2016/04/12","764.3200","1366589.0000","758.4300","764.9200","751.5650"
"2016/04/11","757.5400","1586524.0000","765.4500","767.2200","757.3400"
"2016/04/08","759.4700","1171831.0000","765.8700","767.1300","755.7700"
"2016/04/07","760.1200","1274258.0000","765.3200","769.3600","757.5000"
"2016/04/06","768.0700","1262942.0000","757.8400","768.4200","756.3000"
"2016/04/05","758.5700","1222899.0000","758.1300","762.8700","755.6000"
"2016/04/04","765.1200","1346216.0000","769.5100","772.4400","761.7850"
"2016/04/01","769.6700","1582377.0000","757.1600","770.0400","755.2000"
"2016/03/31","762.9000","1627359.0000","768.3400","769.0842","758.2500"
"2016/03/30","768.3400","2018489.0000","768.2100","777.3100","767.5800"
"2016/03/29","765.8900","1988867.0000","753.6800","767.1800","748.2900"
"2016/03/28","753.2800","1083237.0000","756.1700","758.3000","752.0400"
"2016/03/24","754.8400","1532760.0000","751.2000","757.5550","750.5000"
"2016/03/23","757.5600","1233396.0000","763.3500","765.3900","756.0300"
"2016/03/22","760.0500","1104542.0000","758.4400","765.0000","757.8750"
"2016/03/21","762.1600","1438431.0000","753.9100","763.3400","751.2700"
"2016/03/18","755.4100","2814010.0000","761.6300","762.1400","751.8200"
"2016/03/17","758.4800","2227732.0000","757.6500","765.3400","757.3600"
"2016/03/16","757.3600","1462328.0000","749.0500","759.0000","746.5000"
"2016/03/15","750.5700","1479737.0000","746.0200","753.0100","742.8400"
"2016/03/14","750.2400","1640531.0000","744.9700","754.2600","743.6625"
"2016/03/11","744.8700","1767725.0000","739.9500","744.9000","736.7000"
"2016/03/10","732.1700","2229615.0000","727.7900","736.5400","723.2900"
"2016/03/09","725.4100","1977088.0000","715.1650","726.2400","712.6600"
"2016/03/08","713.5300","2625740.0000","708.3900","722.2500","704.0000"
"2016/03/07","712.8000","3085143.0000","725.1500","727.2100","705.1400"
"2016/03/04","730.2200","2424117.0000","734.8000","735.0000","725.6200"
"2016/03/03","731.5900","2025542.0000","739.4800","741.0000","729.6300"
"2016/03/02","739.4800","1814990.0000","742.8700","743.1210","733.2500"
"2016/03/01","742.1700","3003534.0000","721.3000","742.3300","718.6400"
"2016/02/29","717.2200","2248577.0000","721.0000","730.6000","716.8400"
"2016/02/26","724.8600","2122722.0000","733.6000","736.1600","721.9392"
"2016/02/25","729.1200","1806153.0000","722.9300","729.5100","713.2300"
"2016/02/24","720.9000","1846479.0000","710.6100","721.2200","702.0200"
"2016/02/23","717.2900","2062573.0000","726.1000","730.9000","715.6700"
"2016/02/22","729.0500","1875263.0000","729.5100","734.8450","723.4500"
"2016/02/19","722.1100","1745074.0000","715.9000","724.0300","713.1200"
"2016/02/18","717.5100","2362978.0000","733.9600","736.0000","715.5500"
"2016/02/17","731.9700","2456691.0000","727.0000","733.7600","716.6100"
"2016/02/16","717.6400","2170580.0000","718.6500","722.8789","710.1800"
"2016/02/12","706.8900","2326729.0000","712.2100","716.0000","701.5800"
"2016/02/11","706.3600","3245164.0000","696.3400","712.3150","691.1900"
"2016/02/10","706.8500","3012501.0000","711.7900","723.2200","705.3900"
"2016/02/09","701.0200","4200412.0000","692.9500","720.9600","688.5000"
"2016/02/08","704.1600","4446576.0000","687.6800","704.5200","682.0100"
"2016/02/05","703.7600","5470489.0000","725.5000","726.7200","700.1400"
"2016/02/04","730.0300","5234019.0000","744.5900","745.2400","722.6001"
"2016/02/03","749.3800","6551756.0000","786.2800","791.4300","736.2600"
"2016/02/02","780.9100","6784651.0000","800.5000","810.3500","780.6000"
"2016/02/01","770.7700","5450452.0000","771.2600","777.5900","761.3800"
"2016/01/29","761.3500","3783526.0000","748.9600","765.1050","744.2000"
"2016/01/28","748.3000","3099545.0000","738.1900","751.1600","730.6000"
"2016/01/27","717.5800","2105853.0000","735.8900","735.8900","713.4500"
"2016/01/26","733.7900","1545696.0000","735.2100","739.4600","726.9700"
"2016/01/25","733.6200","2264914.0000","743.8400","752.4600","732.5010"
"2016/01/22","745.4600","2357079.0000","742.0000","748.5600","740.5000"
"2016/01/21","726.6700","2595123.0000","720.1700","737.6700","711.1100"
"2016/01/20","718.5600","4118503.0000","705.9000","726.9500","687.7800"
"2016/01/19","719.0800","2434005.0000","720.1500","725.3500","709.8500"
"2016/01/15","710.4900","3789249.0000","709.9900","724.1580","701.5100"
"2016/01/14","731.3900","2768633.0000","724.4400","739.8900","705.0000"
"2016/01/13","719.5700","2578588.0000","749.3400","753.0000","716.7800"
"2016/01/12","745.3400","2337503.0000","740.7500","748.3400","736.4300"
"2016/01/11","733.0700","2537985.0000","731.9500","735.0800","719.5600"
"2016/01/08","730.9100","2374762.0000","747.8000","750.1200","728.9201"
"2016/01/07","741.0000","3152358.0000","746.4900","755.3100","735.2800"
"2016/01/06","759.3300","2408797.0000","750.3700","765.7300","748.0000"
"2016/01/05","761.5300","2257466.0000","764.1000","769.2000","755.6500"
"2016/01/04","759.4400","3363528.0000","762.2000","762.2000","747.5400"
"2015/12/31","778.0100","1637241.0000","787.8200","788.3300","777.3200"
"2015/12/30","790.3000","1427271.0000","793.9600","796.4550","787.2000"
"2015/12/29","793.9600","1919541.0000","786.9900","798.6900","786.2020"
"2015/12/28","782.2400","1555564.0000","770.0000","782.8150","767.7300"
"2015/12/24","765.8400","521141.0000","768.5200","769.2000","764.3900"
"2015/12/23","768.5100","1529510.0000","770.6900","771.9000","757.6500"
"2015/12/22","767.1300","1814253.0000","764.2700","770.3400","761.2000"
"2015/12/21","760.8000","1737946.0000","763.0500","766.3500","754.1500"
"2015/12/18","756.8500","3374853.0000","767.2300","774.1400","756.5900"
"2015/12/17","769.8300","1823211.0000","781.1600","781.5900","769.3000"
"2015/12/16","776.5900","2651259.0000","766.5700","781.5000","757.0450"
"2015/12/15","760.0900","2461633.0000","767.7900","774.7500","758.0000"
"2015/12/14","762.5400","2698393.0000","751.2600","764.1500","736.2600"
"2015/12/11","750.4200","2156617.0000","749.0000","757.4400","748.6500"
"2015/12/10","760.0400","1620898.0000","763.5900","766.0655","755.0000"
"2015/12/09","762.5500","2311713.0000","771.1000","776.0926","752.0066"
"2015/12/08","775.1400","1553155.0000","764.5000","778.6500","762.5200"
"2015/12/07","772.9900","1825712.0000","780.0600","781.0000","766.7200"
"2015/12/04","779.2100","2489157.0000","769.7100","782.4200","765.5100"
"2015/12/03","768.2000","2094623.0000","780.5600","784.4800","762.4500"
"2015/12/02","777.8500","2335118.0000","785.2500","793.0475","776.4300"
"2015/12/01","783.7900","2016443.0000","766.9400","785.0000","765.9500"
"2015/11/30","762.8500","1611922.0000","771.8700","775.0300","761.1200"
"2015/11/27","771.9700","722320.0000","769.1600","774.0000","767.0001"
"2015/11/25","769.2600","1180083.0000","771.6900","773.0000","766.5300"
"2015/11/24","769.6300","2391171.0000","772.9600","775.9900","758.1100"
"2015/11/23","776.7000","1732340.0000","777.4700","782.9000","773.5100"
"2015/11/20","777.0000","2772642.0000","769.3000","779.3180","764.1000"
"2015/11/19","759.9400","1403664.0000","759.7800","763.2300","757.2300"
"2015/11/18","760.0100","1809897.0000","749.5700","761.1000","747.3900"
"2015/11/17","745.9800","1941187.0000","752.4700","754.9500","744.0500"
"2015/11/16","750.4200","2531896.0000","740.2100","751.7100","734.3300"
"2015/11/13","740.0700","2406131.0000","754.0400","755.3300","739.4700"
"2015/11/12","756.5300","1768372.0000","760.1800","765.7990","755.8600"
"2015/11/11","765.2500","2093422.0000","762.3800","769.0800","759.7500"
"2015/11/10","758.2600","1489851.0000","753.4800","760.6000","748.4100"
"2015/11/09","754.7700","1776667.0000","758.5200","763.3000","749.1100"
"2015/11/06","761.6000","1675784.0000","759.3900","763.0220","755.0300"
"2015/11/05","760.6700","2272684.0000","758.8100","766.3500","757.4700"
"2015/11/04","755.3100","2087911.0000","749.9000","759.9000","749.2000"
"2015/11/03","748.8200","1814805.0000","745.4300","751.6980","741.1600"
"2015/11/02","747.7400","1994264.0000","737.8800","748.1800","731.4500"
"2015/10/30","737.3900","1997533.0000","745.5600","746.3100","736.5300"
"2015/10/29","744.8500","1824574.0000","736.6300","746.7900","735.1600"
"2015/10/28","736.9200","1967439.0000","733.0000","737.3700","727.2700"
"2015/10/27","732.8200","1936404.0000","726.5700","735.9642","724.1350"
"2015/10/26","731.1200","2411726.0000","720.0200","734.9500","720.0200"
"2015/10/23","719.3300","6330015.0000","750.0600","752.5000","717.9400"
"2015/10/22","681.1400","4360204.0000","675.4400","688.0499","671.7000"
"2015/10/21","671.8000","1604735.0000","683.2100","684.9000","670.7000"
"2015/10/20","680.0000","2619471.0000","697.8900","698.0000","673.6800"
"2015/10/19","699.9500","1502651.0000","694.0000","700.2397","692.2100"
"2015/10/16","695.3200","1815517.0000","695.4000","696.2200","689.1000"
"2015/10/15","693.0200","2355459.0000","685.2500","694.1600","684.3900"
"2015/10/14","680.4100","1563983.0000","683.7300","690.0400","678.9000"
"2015/10/13","683.1700","2115479.0000","674.2600","688.4600","673.1080"
"2015/10/12","676.4300","1331892.0000","669.1900","677.9800","667.2400"
"2015/10/09","671.2400","1604461.0000","667.4900","674.0850","662.3600"
"2015/10/08","667.0000","1963318.0000","669.4500","671.8900","654.4900"
"2015/10/07","670.0000","2188886.0000","677.4000","678.7400","658.1100"
"2015/10/06","671.6400","2156640.0000","669.3500","678.8000","663.0823"
"2015/10/05","671.6800","1896277.0000","661.6000","673.0275","655.8700"
"2015/10/02","656.9900","2434071.0000","638.0100","658.2555","633.5000"
"2015/10/01","642.0000","2117079.0000","637.9400","643.8400","631.1150"
"2015/09/30","638.3700","2644953.0000","631.8300","639.3100","629.1500"
"2015/09/29","622.6100","2106411.0000","625.5000","634.6800","618.0300"
"2015/09/28","624.2500","2372041.0000","639.0500","642.8500","617.8400"
"2015/09/25","640.1500","2421258.0000","658.5800","658.5800","639.6550"
"2015/09/24","654.9100","1933343.0000","648.9700","656.7699","642.1650"
"2015/09/23","653.2900","1455506.0000","652.9000","660.2800","650.7301"
"2015/09/22","653.2000","2714760.0000","657.4700","658.8200","645.0300"
"2015/09/21","666.9800","1908296.0000","665.5100","669.0000","658.0000"
"2015/09/18","660.9200","3622426.0000","665.0600","669.8400","660.0300"
"2015/09/17","671.6700","2372191.0000","667.4900","681.9900","665.0000"
"2015/09/16","665.5200","1311353.0000","665.5500","668.0699","662.2000"
"2015/09/15","665.0700","1776383.0000","656.7100","668.8500","653.3400"
"2015/09/14","652.4700","1497577.0000","655.6300","655.9200","649.5010"
"2015/09/11","655.3000","1744371.0000","650.2100","655.3100","647.4100"
"2015/09/10","651.0800","1387402.0000","643.9000","654.9000","641.7000"
"2015/09/09","643.4100","2046496.0000","651.8800","657.3600","640.9000"
"2015/09/08","643.8800","1952855.0000","641.0000","645.0400","632.9000"
"2015/09/04","628.9600","2021368.0000","629.7000","634.5000","626.5000"
"2015/09/03","637.0500","1726636.0000","647.9300","651.2500","633.8073"
"2015/09/02","644.9100","1876564.0000","638.0000","645.0570","630.6400"
"2015/09/01","629.5600","2572229.0000","633.8100","644.4400","625.0600"
"2015/08/31","647.8200","1939177.0000","654.3400","664.4100","646.3500"
"2015/08/28","659.6900","1937829.0000","665.7600","667.0000","653.7500"
"2015/08/27","667.9600","2943990.0000","671.9900","673.9799","651.1000"
"2015/08/26","659.7400","4292376.0000","643.1000","662.4800","630.3700"
"2015/08/25","612.4700","3565971.0000","646.4680","647.0000","611.6700"
"2015/08/24","618.1100","6472137.0000","600.6000","644.3300","593.0900"
"2015/08/21","644.0300","4525625.0000","671.0400","672.8900","643.1040"
"2015/08/20","679.4800","2885476.0000","689.1000","696.1600","675.2801"
"2015/08/19","694.0400","2507033.0000","690.1100","700.2000","686.8000"
"2015/08/18","688.7300","1385267.0000","691.0700","695.7568","685.3200"
"2015/08/17","694.1100","1231922.0000","688.0400","694.7400","683.0600"
"2015/08/14","689.3700","1379730.0000","684.0400","692.2600","682.9000"
"2015/08/13","686.5100","1812741.0000","689.2000","694.0300","682.1800"
"2015/08/12","691.4700","2926164.0000","694.4900","696.0000","680.5100"
"2015/08/11","690.3000","5472566.0000","699.5800","704.0000","684.3200"
"2015/08/10","663.1400","1587541.0000","667.0900","671.6200","660.2300"
"2015/08/07","664.3900","1376441.0000","667.7800","668.7950","658.8700"
"2015/08/06","670.1500","2031876.0000","673.9900","674.7500","660.7300"
"2015/08/05","673.2900","1821862.0000","665.7500","679.9100","665.5827"
"2015/08/04","661.2800","1306378.0000","664.3400","668.0000","660.5100"
"2015/08/03","664.7200","1561711.0000","657.6600","666.6700","657.6600"
"2015/07/31","657.5000","1744458.0000","664.7000","664.9999","657.2000"
"2015/07/30","664.5600","1979981.0000","657.4400","668.0500","651.6900"
"2015/07/29","661.4300","1835632.0000","662.2600","663.3300","652.8400"
"2015/07/28","659.6600","1718071.0000","661.7600","664.1000","653.4100"
"2015/07/27","658.2700","2917862.0000","651.5700","667.0700","651.5500"
"2015/07/24","654.7700","4127302.0000","676.7700","677.7900","653.1800"
"2015/07/23","674.7300","3738692.0000","691.8500","696.0700","671.5900"
"2015/07/22","695.1000","4132750.0000","694.0200","713.3300","691.6200"
"2015/07/21","695.3500","3764433.0000","684.8800","705.6000","684.1500"
"2015/07/20","692.8400","5116327.0000","688.9800","697.8000","681.7700"
"2015/07/17","699.6200","12846880.0000","680.0000","703.0000","678.0000"
"2015/07/16","601.7800","5401450.0000","589.5000","604.5000","587.9200"
"2015/07/15","583.9600","2067590.0000","583.7400","588.6900","580.2100"
"2015/07/14","584.1800","3710928.0000","574.5000","589.7087","574.1700"
"2015/07/13","571.7300","2085866.0000","559.5100","572.8500","558.7000"
"2015/07/10","556.1100","2169406.0000","553.7100","559.2900","552.0000"
"2015/07/09","544.6500","1485579.0000","548.6500","548.8800","544.6200"
"2015/07/08","541.7000","1380910.0000","545.6000","548.2800","541.2000"
"2015/07/07","550.0300","1678926.0000","547.4300","551.0000","539.8500"
"2015/07/06","545.6200","1277899.0000","542.2500","548.5800","542.0950"
"2015/07/02","547.3400","1406198.0000","544.7400","548.0000","543.5700"
"2015/07/01","543.3000","1536068.0000","543.6600","545.8100","539.7600"
"2015/06/30","540.0400","1724359.0000","545.0900","545.9000","539.5400"
"2015/06/29","541.2500","1880383.0000","546.7500","550.9000","540.2400"
"2015/06/26","553.0600","2183443.0000","559.7100","560.0000","551.8500"
"2015/06/25","557.9500","1335133.0000","560.3000","563.1400","557.4550"
"2015/06/24","558.5700","1442149.0000","562.4800","562.6400","556.8100"
"2015/06/23","563.3900","1568936.0000","559.7900","564.9000","557.1500"
"2015/06/22","559.6800","1735267.0000","559.4100","565.6100","558.9100"
"2015/06/19","557.5200","2961487.0000","556.5200","557.9100","552.2580"
"2015/06/18","556.1800","2058702.0000","548.0000","557.2500","548.0000"
"2015/06/17","546.6000","1216067.0000","545.4200","548.3600","541.8100"
"2015/06/16","544.8700","1625462.0000","544.4800","546.6900","541.5724"
"2015/06/15","543.0000","1357406.0000","542.7300","544.0500","539.2100"
"2015/06/12","547.4700","1272112.0000","547.1500","548.8500","545.6300"
"2015/06/11","550.0400","1287655.0000","554.4900","554.8300","549.1700"
"2015/06/10","552.6000","1512572.0000","545.7000","554.7800","545.1100"
"2015/06/09","542.1600","1496543.0000","543.4200","544.8400","538.8506"
"2015/06/08","543.4800","1366108.0000","549.6100","549.8700","542.9500"
"2015/06/05","549.5300","1218634.0000","552.0000","553.3300","547.3840"
"2015/06/04","551.6900","1316279.0000","552.1800","555.9600","549.1200"
"2015/06/03","555.2900","1333465.0000","555.1000","557.9900","552.1500"
"2015/06/02","553.9500","1592575.0000","547.4300","558.7900","546.5500"
"2015/06/01","549.2100","1653245.0000","548.7300","550.5700","543.5800"
"2015/05/29","545.3200","2158011.0000","553.2000","553.9400","545.0400"
"2015/05/28","554.1800","1177318.0000","553.7900","555.7600","550.8000"
"2015/05/27","554.2500","1742062.0000","548.6800","555.2900","546.5813"
"2015/05/26","547.1900","1866458.0000","552.5800","553.3305","542.9700"
"2015/05/22","554.5200","1209496.0000","554.4600","558.2400","553.6200"
"2015/05/21","556.8100","1707151.0000","550.2000","557.6100","549.3010"
"2015/05/20","552.5100","1540493.0000","550.9200","556.0650","545.1000"
"2015/05/19","549.2800","2354545.0000","548.0000","553.4000","547.1200"
"2015/05/18","546.6700","1333895.0000","543.8200","548.3400","542.2500"
"2015/05/15","546.4900","1669028.0000","550.3900","550.6000","542.5000"
"2015/05/14","549.2000","1583182.0000","543.9700","549.6900","542.5000"
"2015/05/13","539.4900","1211630.0000","540.4700","543.8400","538.9800"
"2015/05/12","538.7300","1762653.0000","542.8100","542.9610","535.0000"
"2015/05/11","545.7800","1091503.0000","548.4900","553.3699","545.6000"
"2015/05/08","548.9500","1411047.0000","548.8700","552.8000","548.0300"
"2015/05/07","542.0400","1590003.0000","535.9000","545.2000","533.4500"
"2015/05/06","535.0800","1948741.0000","542.6400","543.9300","532.2350"
"2015/05/05","543.0450","1422862.0000","550.1600","552.6100","542.3700"
"2015/05/04","552.8400","1750805.0000","550.9900","556.6900","547.3900"
